DATA_BELOW
2012-04-17,943,1427444
2012-04-18,942,1428386
2012-04-19,938,1429324
2012-04-20,941,1430265
2012-04-21,592,1430857
2012-04-22,572,1431429
2012-04-23,891,1432320
2012-04-24,770,1433090
2012-04-25,1082,1434172
2012-04-26,931,1435103
2012-04-27,714,1435817
2012-04-28,1132,1436949
2012-04-29,950,1437899
2012-04-30,928,1438827
2012-05-01,948,1439775
2012-05-02,585,1440360
2012-05-03,460,1440820
2012-05-04,1266,1442086
2012-05-05,600,1442686
2012-05-06,865,1443551
2012-05-07,603,1444154
2012-05-08,791,1444945
2012-05-09,571,1445516
2012-05-10,830,1446346
2012-05-11,1092,1447438
2012-05-12,942,1448380
2012-05-13,954,1449334
2012-05-14,948,1450282
2012-05-15,950,1451232
2012-05-16,975,1452207
2012-05-17,587,1452794
2012-05-18,972,1453766
2012-05-19,530,1454296
2012-05-20,0,1454296
2012-05-21,606,1454902
2012-05-22,973,1455875
2012-05-23,942,1456817
2012-05-24,951,1457768
2012-05-25,944,1458712
2012-05-26,937,1459649
2012-05-27,924,1460573
2012-05-28,935,1461508
2012-05-29,877,1462385
2012-05-30,970,1463355
2012-05-31,914,1464269
2012-06-01,919,1465188
2012-06-02,602,1465790
2012-06-03,1230,1467020
2012-06-04,1021,1468041
2012-06-05,950,1468991
2012-06-06,908,1469899
2012-06-07,925,1470824
2012-06-08,920,1471744
2012-06-09,924,1472668
2012-06-10,519,1473187
2012-06-11,917,1474104
2012-06-12,1151,1475255
2012-06-13,831,1476086
2012-06-14,819,1476905
2012-06-15,1168,1478073
2012-06-16,651,1478724
2012-06-17,1179,1479903
2012-06-18,733,1480636
2012-06-19,1182,1481818
2012-06-20,954,1482772
2012-06-21,776,1483548
2012-06-22,1078,1484626
2012-06-23,872,1485498
2012-06-24,585,1486083
2012-06-25,1090,1487173
2012-06-26,1034,1488207
DATA_ABOVE

PL/SQL procedure successfully completed.

